review_id,review_priority,problem_type,imported_athlete_2019,discipline,suggested_existing_athlete_id,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_or_change_countries,decision,action,country,notes,imported_2019_results_by_country,existing_athlete_2018_results_by_country,future_country_evidence
athlete_identity_collision_22bfb9adb2be9f75,high,possible_athlete_identity_collision,Matvei Petrov,MAG,1958,Matvei Petrov,ALB,1.0,"ALB, ITA",merge as same athlete,canonical country,ALB,,ALB: 2019 - Austrian Team Open (2 results); 2019 - European Championships (1 result); 2019 - Paris Challenge Cup (5 results); 2019 - Sokol Grand Prix (2 results); 2019 - World Championships (7 results) | ITA: 2019 - 1st Italian Serie A (4 results); 2019 - 3rd Italian Serie A (4 results),ALB: 2018 - Sokol Grand Prix (3 results),2020: ALB:10 / 2021: ALB:17 / 2022: ALB:12 / 2023: ALB:15 / 2024: ALB:11 / 2025: ALB:6
athlete_match_20eebd67714346ea,high,possible_existing_athlete_match,Megan Smith,WAG,5864,Meaghan Smith,IRL,0.917,"GBR, IRL",merge as same athlete,canonical country,IRL,,GBR: 2019 - Rushmoor Rose Bowl (5 results),IRL: 2018 - European Championships (5 results); 2018 - Irish Championships (5 results); 2018 - Irish Super Championships (4 results); 2018 - World Championships (5 results),Megan Smith: not found 2020-2025 | Meaghan Smith: not found 2020-2025
athlete_identity_collision_83326483e75bd109,high,possible_athlete_identity_collision,Michael O'Neill,MAG,2000,Michael O'Neill,IRL,1.0,"GBR, IRL",merge as same athlete,canonical country,IRL,,GBR: 2019 - British Championships (7 results); 2019 - English Championships (7 results) | IRL: 2019 - Irish Championships (7 results); 2019 - Irish Super Championships (5 results),IRL: 2018 - British Championships (7 results); 2018 - English Championships (7 results); 2018 - Irish Championships (7 results); 2018 - Irish Super Championships (6 results),"2021: GBR:3, IRL:2 / 2022: GBR:4, IRL:4 / 2023: IRL:7 / 2024: GBR:14, IRL:13 / 2025: GBR:3, IRL:2"
athlete_identity_collision_616c8022b57b81f7,high,possible_athlete_identity_collision,Michael Reid,MAG,2002,Michael Reid,USA,1.0,"GER, JAM, USA",merge as same athlete,canonical country,JAM,,GER: 2019 - 1st Bundesliga (1 result); 2019 - 2nd Bundesliga (2 results) | JAM: 2019 - Liukin Invitational (2 results); 2019 - World Championships (2 results) | USA: 2019 - Houston National Invitational (2 results),USA: 2018 - Houston National Invite (2 results),2020: JAM:2 / 2021: JAM:2 / 2022: JAM:4 / 2023: JAM:2
athlete_identity_collision_38a4780687d7eb2d,high,possible_athlete_identity_collision,Mitchell Henshaw,MAG,2054,Mitchell Henshaw,GBR,1.0,"BEL, GBR",merge as same athlete,canonical country,GBR,,BEL: 2019 - Wase Gymcup (7 results) | GBR: 2019 - British Championships (7 results); 2019 - English Championships (7 results),GBR: 2018 - British Championships (7 results); 2018 - English Championships (7 results),2021: GBR:7 / 2022: GBR:7 / 2023: GBR:7
athlete_identity_collision_9224bf0fb3eb6ad2,high,possible_athlete_identity_collision,Nabil Zouhair,MAG,2104,Nabil Zouhair,FRA,1.0,"FRA, MAR",merge as same athlete,country history,MAR,,FRA: 2019 - Top 12 Semi-Final I (3 results); 2019 - Top 12 Semi-Final II (2 results); 2019 - Top 12 Series 4 (2 results); 2019 - Top 12 Series 5 (3 results) | MAR: 2019 - African Games (16 results); 2019 - Top 12 Series 1 (3 results); 2019 - Top 12 Series 2 (3 results); 2019 - World Championships (7 results),FRA: 2018 - Top 12 Semi-Final 1 (3 results); 2018 - Top 12 Semi-Final 2 (3 results); 2018 - Top 12 Series 1 (3 results); 2018 - Top 12 Series 2 (3 results); 2018 - Top 12 Series 4 (3 results); 2018 - Top 12 Series 5 (2 results),"2020: FRA:2, MAR:3 / 2021: FRA:4, MAR:10 / 2022: MAR:26"
athlete_identity_collision_d12a33da4ea7f380,high,possible_athlete_identity_collision,Nadieh van Pol,WAG,6004,Nadieh van Pol,NED,1.0,"GER, NED",merge as same athlete,canonical country,NED,,GER: 2019 - 1st Bundesliga (5 results) | NED: 2019 - 2nd Bundesliga (5 results); 2019 - 3rd Bundesliga (2 results),NED: 2018 - Dutch Team Championships (5 results),2021: NED:22
athlete_country_98c862313331ec23,high,possible_athlete_country_change,Nahel Bouanane,MAG,2106,Nahel Bouanane,IRL,,"IRL, MAR",merge as same athlete,country history,MAR,,MAR: 2019 - African Games (3 results),IRL: 2018 - Irish Championships (1 result),not found 2020-2025
athlete_identity_collision_2d02a86c9391052a,high,possible_athlete_identity_collision,Niambh O'Shea,WAG,6075,Niambh O'Shea,GBR,1.0,"GBR, IRL",merge as same athlete,canonical country,IRL,,GBR: 2019 - British Team Championships (3 results); 2019 - English Championships (3 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Irish Super Championships (3 results); 2019 - Irish Team Championships (5 results),GBR: 2018 - British Team Championships (3 results),not found 2020-2025
athlete_identity_collision_866ad8b7aa28794c,high,possible_athlete_identity_collision,Nikita Ignatyev,MAG,2155,Nikita Ignatyev,RUS,1.0,"GER, RUS",merge as same athlete,canonical country,RUS,,GER: 2019 - 3rd Bundesliga (1 result) | RUS: 2019 - 1st Bundesliga (1 result); 2019 - 4th Bundesliga (1 result); 2019 - 5th Bundesliga (7 results); 2019 - 6th Bundesliga (7 results); 2019 - Cottbus World Cup (6 results); 2019 - DTB Team Challenge (9 results); 2019 - Korea Cup (4 results); 2019 - Russian Championships (19 results); 2019 - Russian Cup (16 results); 2019 - Tokyo World Cup (7 results),RUS: 2018 - DTB Team Challenge (7 results),2021: RUS:49 / 2022: RUS:9
athlete_identity_collision_d8a6829ad8856582,high,possible_athlete_identity_collision,Noah Bitterli,MAG,2188,Noah Bitterli,ROU,1.0,"ITA, ROU, SUI",merge as same athlete,country history,SUI,"Never ITA, from 2019 SUI",ITA: 2019 - 1st Italian Serie A (4 results); 2019 - 2nd Italian Serie A (4 results) | SUI: 2019 - Swiss Team Championships (7 results),ROU: 2018 - Romanian Championships (7 results),2021: SUI:7 / 2022: SUI:17 / 2023: SUI:1 / 2024: SUI:7 / 2025: SUI:25
athlete_identity_collision_a8c6254bfa83fd5b,high,possible_athlete_identity_collision,Noemie Louon,WAG,6133,Noemie Louon,BEL,1.0,"BEL, FRA",merge as same athlete,canonical country,BEL,,BEL: 2019 - Belgian Championships (5 results); 2019 - City of Jesolo Trophy (6 results); 2019 - FIT Challenge (7 results); 2019 - International Gymnix (8 results); 2019 - Junior World Championships (6 results); 2019 - Top 12 Finals (1 result); 2019 - Top 12 Series 2 (2 results) | FRA: 2019 - Top 12 Series 3 (2 results),BEL: 2018 - Dutch Championships (1 result); 2018 - Elite Gym Massilia (6 results); 2018 - European Championships (5 results); 2018 - International Gymnix (7 results); 2018 - Top 12 Series 2 (1 result),2022: BEL:4
athlete_match_c79bb47588bb50f6,high,possible_existing_athlete_match,Nyla Williams,WAG,5298,Layla Williams,GBR,0.889,"GBR, USA",keep separate,,,,USA: 2019 - Auburn National Qualifier (5 results); 2019 - Parkettes National Qualifier (5 results),GBR: 2018 - British Team Championships (1 result),Nyla Williams: not found 2020-2025 | Layla Williams: not found 2020-2025
athlete_country_b9fadcf57c49c64c,high,possible_athlete_country_change,Pirjo Wolfisberg,WAG,6262,Pirjo Wolfisberg,AUT,,"AUT, SUI",merge as same athlete,canonical country,AUT,,SUI: 2019 - Swiss Turnfest (5 results); 2019 - Top 12 Series 1 (2 results); 2019 - Top 12 Series 2 (2 results),AUT: 2018 - Austrian Championships (9 results); 2018 - Austrian Team Open (5 results); 2018 - Budapest Friendly (5 results); 2018 - Elek Matolay Memorial (7 results),not found 2020-2025
athlete_country_589aea272f909018,high,possible_athlete_country_change,Poppy Whelehan,WAG,6278,Poppy Whelehan,GBR,,"GBR, IRL",merge as same athlete,canonical country,IRL,,IRL: 2019 - Irish Championships (5 results),GBR: 2018 - British Team Championships (5 results),not found 2020-2025
athlete_identity_collision_de85e516f0cfda23,high,possible_athlete_identity_collision,Rachael McMaster,WAG,6301,Rachael McMaster,IRL,1.0,"GBR, IRL",merge as same athlete,canonical country,IRL,,GBR: 2019 - British Team Championships (2 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Irish Team Championships (3 results); 2019 - Rushmoor Rose Bowl (5 results),IRL: 2018 - Irish Championships (5 results),2025: IRL:15
athlete_country_6023f079333e1790,high,possible_athlete_country_change,Rafael Sa,MAG,2361,Rafael Sa,POR,,"ESP, POR",merge as same athlete,canonical country,POR,,ESP: 2019 - International GymSport (6 results),POR: 2018 - International GymSport (8 results),not found 2020-2025
athlete_identity_collision_eda4238a17482c7c,high,possible_athlete_identity_collision,Rani Dalsgard,MAG,2373,Rani Dalsgard,FAR,1.0,"DEN, FAR",merge as same athlete,canonical country,DEN,,DEN: 2019 - Danish Championships (7 results) | FAR: 2019 - Northern European Championships (11 results),FAR: 2018 - Nordic Championships (12 results),2021: DEN:14 / 2022: DEN:15
athlete_identity_collision_830bb053662e586d,high,possible_athlete_identity_collision,Rebecca Geddis,WAG,6335,Rebecca Geddis,IRL,1.0,"GBR, IRL",merge as same athlete,canonical country,IRL,,GBR: 2019 - British Team Championships (3 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Reykjavik International Games (5 results),IRL: 2018 - Irish Championships (3 results); 2018 - Irish Super Championships (4 results),2022: IRL:3
athlete_country_ec5535179eb8f3ac,high,possible_athlete_country_change,Rebekka Rein,WAG,6346,Rebekka Rein,DEN,,"DEN, FAR",merge as same athlete,canonical country,DEN,,FAR: 2019 - Danish Championships (5 results); 2019 - Mälar Cup (5 results); 2019 - Northern European Championships (5 results),DEN: 2018 - Danish Championships (7 results); 2018 - Nordic Championships (5 results),2020: DEN:4 / 2021: DEN:5 / 2022: DEN:5
athlete_identity_collision_ee1a0133ad1138a2,high,possible_athlete_identity_collision,Rory Smith,MAG,2490,Rory Smith,GBR,1.0,"GBR, POR",merge as same athlete,canonical country,GBR,,GBR: 2019 - British Championships (11 results); 2019 - Northern European Championships (4 results); 2019 - Scottish Championships (12 results) | POR: 2019 - International GymSport (1 result),GBR: 2018 - British Championships (9 results); 2018 - Scottish Championships (7 results),not found 2020-2025
athlete_match_5b07045ee8991544,high,possible_existing_athlete_match,Sara Marttin,WAG,6482,Sara Marin,COL,0.909,"COL, ESP",keep separate,,,,ESP: 2019 - 1st Spanish League (5 results); 2019 - 2nd Spanish League (5 results); 2019 - 3rd Spanish League (5 results); 2019 - Spanish League Finals (5 results),COL: 2018 - Colombian Championships (3 results),Sara Marttin: not found 2020-2025 | Sara Marin: not found 2020-2025
athlete_match_c2c2be6c92fb321d,high,possible_existing_athlete_match,Sebastian Aquilina,MAG,2590,Sebastian Quiana,USA,0.882,"GBR, USA",keep separate,,,,GBR: 2019 - English Championships (3 results),USA: 2018 - U.S. Championships (8 results); 2018 - U.S. Men's National Qualifier (4 results),Sebastian Aquilina: not found 2020-2025 | Sebastian Quiana: not found 2020-2025
athlete_match_51315ea496af48b5,high,possible_existing_athlete_match,Tom Nicolaou,MAG,2844,Tommy Nicolaou,GBR,0.923,"CYP, GBR",keep separate,,,,CYP: 2019 - European Championships (9 results); 2019 - Osijek Challenge Cup (5 results); 2019 - Paris Challenge Cup (6 results); 2019 - Summer Universiade (9 results); 2019 - World Championships (3 results),GBR: 2018 - British Championships (12 results); 2018 - English Championships (7 results),Tom Nicolaou: not found 2020-2025 | Tommy Nicolaou: not found 2020-2025
athlete_country_f249a6756c836473,high,possible_athlete_country_change,Tommy Nicolaou,MAG,2844,Tommy Nicolaou,GBR,,"CYP, GBR",merge as same athlete,canonical country,GBR,,CYP: 2019 - British Championships (7 results); 2019 - Cardiff Men's Friendly (5 results); 2019 - English Championships (3 results); 2019 - Welsh Championships (7 results),GBR: 2018 - British Championships (12 results); 2018 - English Championships (7 results),not found 2020-2025
athlete_identity_collision_f438739fe8175147,high,possible_athlete_identity_collision,Tyson Bull,MAG,2868,Tyson Bull,AUS,1.0,"AUS, NZL",merge as same athlete,canonical country,AUS,,AUS: 2019 - Australian Championships (6 results); 2019 - Baku World Cup (3 results); 2019 - Melbourne World Cup (3 results); 2019 - Toyota International (2 results); 2019 - World Championships (3 results) | NZL: 2019 - Doha World Cup (2 results),AUS: 2018 - Australian Championships (6 results); 2018 - Cottbus World Cup (2 results); 2018 - World Championships (4 results),2020: AUS:4 / 2021: AUS:8 / 2022: AUS:22 / 2023: AUS:3 / 2024: AUS:4
athlete_identity_collision_2c24f8a74f10a587,high,possible_athlete_identity_collision,Vahagn Davtyan,MAG,2884,Vahagn Davtyan,ARM,1.0,"ARM, ISR",merge as same athlete,canonical country,ARM,,ARM: 2019 - Cottbus World Cup (2 results); 2019 - Doha World Cup (2 results); 2019 - European Championships (2 results); 2019 - European Games (2 results) | ISR: 2019 - Israeli Championships (1 result),ARM: 2018 - 1st Bundesliga (1 result); 2018 - 2nd Bundesliga (1 result); 2018 - 3rd Bundesliga (1 result); 2018 - 5th Bundesliga (1 result); 2018 - 7th Bundesliga (1 result); 2018 - Bundesliga Finals (1 result); 2018 - Cottbus World Cup (1 result); 2018 - European Championships (4 results); 2018 - World Championships (6 results),"2021: ARM:2 / 2022: ARM:11 / 2023: ARM:11, GER:1 / 2024: ARM:16 / 2025: ARM:13"
athlete_country_71ddbcb36c9a69b4,high,possible_athlete_country_change,Vitaliia Pakhno,WAG,6963,Vitaliia Pakhno,GER,,"GER, UKR",merge as same athlete,canonical country,UKR,,UKR: 2019 - Ukrainian Championships (5 results),GER: 2018 - 4th Bundesliga (5 results),not found 2020-2025
athlete_match_3feadaa5d27fa3b9,bulk_candidate,possible_existing_athlete_match,Abderrahmane Ouchefoun,MAG,9,Abderrahmane Ouchfoune,ALG,0.955,ALG,merge as same athlete,,,,ALG: 2019 - Mediterranean Championships (8 results),ALG: 2018 - African Championships (9 results),Abderrahmane Ouchefoun: not found 2020-2025 | Abderrahmane Ouchfoune: not found 2020-2025
athlete_match_0be579a862fc8979,bulk_candidate,possible_existing_athlete_match,Agamurad Gahramanov,MAG,49,Aghamurad Gahramanov,AZE,0.974,AZE,merge as same athlete,,,,AZE: 2019 - Larisa Latynina Cup (13 results),AZE: 2018 - European Championships (5 results); 2018 - International Junior Team Cup (4 results); 2018 - Youth Olympic Games Qualifier (7 results),Agamurad Gahramanov: not found 2020-2025 | Aghamurad Gahramanov: 2020: AZE:3 / 2021: AZE:6 / 2022: AZE:17
athlete_match_97236e9df2b3b8f7,bulk_candidate,possible_existing_athlete_match,Aglae Adam-Cuvillier,WAG,3202,Aglaé Adam-Cuvillier,FRA,0.95,FRA,merge as same athlete,,,,FRA: 2019 - Elite Gym Massilia (6 results); 2019 - French Championships (5 results); 2019 - Top 12 Finals (2 results); 2019 - Top 12 Semi-Finals (1 result); 2019 - Top 12 Series 3 (2 results),FRA: 2018 - French Championships (5 results); 2018 - Top 12 Final (1 result),Aglae Adam-Cuvillier: 2021: FRA:5 | Aglaé Adam-Cuvillier: 2020: FRA:3
athlete_match_1f79bf91c6743ae3,bulk_candidate,possible_existing_athlete_match,Anastasiia Budiashkina,WAG,3464,Anastasia Budiashkina,UKR,0.977,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (5 results),UKR: 2018 - Ukraine Cup (7 results),Anastasiia Budiashkina: 2021: UKR:5 | Anastasia Budiashkina: not found 2020-2025
athlete_match_ea4fb7ae5bc05df5,bulk_candidate,possible_existing_athlete_match,Anastasiia Iliankova,WAG,3469,Anastasia Iliankova,RUS,0.974,RUS,merge as same athlete,,,,RUS: 2019 - Doha World Cup (2 results); 2019 - Russian Championships (1 result),RUS: 2018 - City of Jesolo Trophy (7 results); 2018 - DTB Pokal Team Challenge (3 results); 2018 - Russian Championships (12 results); 2018 - Russian Cup (13 results),Anastasiia Iliankova: not found 2020-2025 | Anastasia Iliankova: 2020: RUS:6 / 2021: RUS:10 / 2022: RUS:4 / 2023: RUS:2
athlete_match_3f020370a83fd858,bulk_candidate,possible_existing_athlete_match,Anastassia Pascu,WAG,3472,Anastasia Pascu,SUI,0.968,SUI,merge as same athlete,,,,SUI: 2019 - Pre-Olympic Youth Cup (5 results); 2019 - Swiss Turnfest (5 results),SUI: 2018 - European Championships (2 results); 2018 - Pieve di Soligo Friendly (5 results); 2018 - Romanian Championships (8 results); 2018 - Swiss Junior Championships (8 results),Anastassia Pascu: 2021: SUI:1 / 2022: SUI:5 / 2023: SUI:3 / 2024: SUI:26 / 2025: SUI:14 | Anastasia Pascu: not found 2020-2025
athlete_match_ad9eb9af81022761,bulk_candidate,possible_existing_athlete_match,Ariana Snesare,WAG,3636,Arianna Snesare,LAT,0.966,LAT,merge as same athlete,,,,LAT: 2019 - Latvian Championships (5 results),LAT: 2018 - Latvian Championships (5 results),Ariana Snesare: 2022: LAT:2 | Arianna Snesare: not found 2020-2025
athlete_match_250b32a1bdfeaa6a,bulk_candidate,possible_existing_athlete_match,Assan Salimov,MAG,296,Asan Salimov,KAZ,0.96,KAZ,merge as same athlete,,,,KAZ: 2019 - Asian Junior Cup (11 results); 2019 - Voronin Cup (5 results),KAZ: 2018 - Kazakhstan Junior Championships (8 results); 2018 - President's Cup (7 results),Assan Salimov: 2022: KAZ:15 / 2023: KAZ:19 / 2024: KAZ:23 / 2025: KAZ:25 | Asan Salimov: not found 2020-2025
athlete_match_b0031f1d5b2040d8,bulk_candidate,possible_existing_athlete_match,Ayan Moldagaliev,MAG,316,Ayan Moldagaliyev,KAZ,0.97,KAZ,merge as same athlete,,,,KAZ: 2019 - Voronin Cup (9 results),KAZ: 2018 - Asian Junior Championships (9 results); 2018 - Dityatin Cup (10 results); 2018 - Kazakhstan Championships (8 results); 2018 - President's Cup (10 results); 2018 - Youth Olympic Games (9 results),Ayan Moldagaliev: not found 2020-2025 | Ayan Moldagaliyev: not found 2020-2025
athlete_match_0d5015dd391c19e0,bulk_candidate,possible_existing_athlete_match,Bahrin Mat Asri Zul,MAG,1921,Mat Asri Zul Bahrin,MAS,1.0,MAS,merge as same athlete,,,,MAS: 2019 - Singapore Open (4 results),MAS: 2018 - Singapore Open (5 results),Bahrin Mat Asri Zul: not found 2020-2025 | Mat Asri Zul Bahrin: not found 2020-2025
athlete_match_cf8ef5512ec19d12,bulk_candidate,possible_existing_athlete_match,Brodyn Hall,MAG,413,Brody Hall,NZL,0.952,NZL,merge as same athlete,,,,NZL: 2019 - Junior World Championships (7 results),NZL: 2018 - New Zealand Championships (12 results),Brodyn Hall: not found 2020-2025 | Brody Hall: not found 2020-2025
athlete_match_6c0ab7d601e15720,bulk_candidate,possible_existing_athlete_match,Camila Capelletti,WAG,3803,Camila Cappelletti,ARG,0.971,ARG,merge as same athlete,,,,ARG: 2019 - Argentinian Club Championships (2 results),ARG: 2018 - Argentinian Club Championships (5 results),Camila Capelletti: not found 2020-2025 | Camila Cappelletti: not found 2020-2025
athlete_match_29e7a13ef30b8d08,bulk_candidate,possible_existing_athlete_match,Carla Carodoso,WAG,3832,Carla Cardoso,FRA,0.963,FRA,merge as same athlete,,,,FRA: 2019 - Top 12 Series 2 (1 result),FRA: 2018 - French Championships (7 results),Carla Carodoso: not found 2020-2025 | Carla Cardoso: 2020: FRA:7 / 2021: FRA:12 / 2022: FRA:3 / 2023: FRA:11 / 2024: FRA:15 / 2025: FRA:8
athlete_match_9857a98aa5ba1cbe,bulk_candidate,possible_existing_athlete_match,Charalampos Kaïlidis,MAG,461,Charalampos Kalidis,GRE,0.974,GRE,merge as same athlete,,,,GRE: 2019 - Greek Championships (10 results),GRE: 2018 - Koper Challenge Cup (2 results),Charalampos Kaïlidis: not found 2020-2025 | Charalampos Kalidis: not found 2020-2025
athlete_match_dec984e2edf42bd3,bulk_candidate,possible_existing_athlete_match,Chong Jer Rong,MAG,1365,Jer Rong Chong,SGP,1.0,SGP,merge as same athlete,,,,SGP: 2019 - Singapore Open (2 results),SGP: 2018 - Singapore Open (5 results),Chong Jer Rong: 2022: SGP:14 / 2023: SGP:15 / 2024: SGP:7 / 2025: SGP:12 | Jer Rong Chong: 2021: SGP:4
athlete_match_cbcc72d31b060dbb,bulk_candidate,possible_existing_athlete_match,Danil Brusenskiy,MAG,614,Daniil Brusenskiy,RUS,0.97,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (14 results),RUS: 2018 - Russian Championships (14 results),Danil Brusenskiy: not found 2020-2025 | Daniil Brusenskiy: not found 2020-2025
athlete_match_6e978fcd54e8a1c3,bulk_candidate,possible_existing_athlete_match,Denis Svidiskiy,MAG,691,Denis Svidinskiy,RUS,0.968,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (14 results),RUS: 2018 - Russian Junior Championships (14 results),Denis Svidiskiy: not found 2020-2025 | Denis Svidinskiy: 2020: RUS:14
athlete_match_820385d139dc64eb,bulk_candidate,possible_existing_athlete_match,Djidere Samuel Paulson,MAG,2545,Samuel Paulson Djider,CMR,0.977,CMR,merge as same athlete,,,,CMR: 2019 - African Games (8 results),CMR: 2018 - African Championships (5 results),Djidere Samuel Paulson: not found 2020-2025 | Samuel Paulson Djider: not found 2020-2025
athlete_match_6a109c95706af768,bulk_candidate,possible_existing_athlete_match,Dmitry Frolov,MAG,743,Dmitriy Frolov,RUS,0.963,RUS,merge as same athlete,,,,RUS: 2019 - Voronin Cup (9 results),RUS: 2018 - Russian Championships (18 results),Dmitry Frolov: not found 2020-2025 | Dmitriy Frolov: not found 2020-2025
athlete_match_a0cd5297a06dbdc1,bulk_candidate,possible_existing_athlete_match,Dmitry Laryushkin,MAG,747,Dmitriy Laryushkin,RUS,0.971,RUS,merge as same athlete,,,,RUS: 2019 - Voronin Cup (7 results),RUS: 2018 - Dityatin Cup (3 results),Dmitry Laryushkin: not found 2020-2025 | Dmitriy Laryushkin: 2020: RUS:22 / 2021: RUS:7 / 2022: RUS:11
athlete_match_fcd6d47ad2edaa27,bulk_candidate,possible_existing_athlete_match,Dorka Benkö,WAG,4166,Dora Benkö,HUN,0.952,HUN,merge as same athlete,,,,HUN: 2019 - Elek Matolay Memorial (8 results); 2019 - Hungarian National League Championships (3 results),HUN: 2018 - Hungarian Event Championships (1 result),Dorka Benkö: not found 2020-2025 | Dora Benkö: not found 2020-2025
athlete_match_482c41e2190292bd,bulk_candidate,possible_existing_athlete_match,Eduardo Degli Abbati,MAG,795,Edoardo degli Abbati,ITA,0.95,ITA,merge as same athlete,,,,ITA: 2019 - 1st Italian Serie A (2 results),ITA: 2018 - 1st Italian Serie A (4 results); 2018 - 2nd Italian Serie A (4 results); 2018 - 3rd Italian Serie A (4 results),Eduardo Degli Abbati: not found 2020-2025 | Edoardo degli Abbati: 2021: ITA:21 / 2023: ITA:7 / 2024: ITA:8
athlete_match_156cb5592f313fed,bulk_candidate,possible_existing_athlete_match,Edward Gonzalez,MAG,808,Edwar Gonzalez,PER,0.966,PER,merge as same athlete,,,,PER: 2019 - South American Junior Championships (10 results),PER: 2018 - Pacific Rim Championships (4 results),Edward Gonzalez: 2022: PER:16 / 2024: PER:9 | Edwar Gonzalez: not found 2020-2025
athlete_match_75366eaab2be0e92,bulk_candidate,possible_existing_athlete_match,Eilidh Gorrel,WAG,4182,Eilidh Gorrell,GBR,0.963,GBR,merge as same athlete,,,,GBR: 2019 - Tournoi International (5 results),GBR: 2018 - British Team Championships (5 results); 2018 - Scottish Championships (7 results),Eilidh Gorrel: not found 2020-2025 | Eilidh Gorrell: 2021: GBR:5 / 2022: GBR:25 / 2023: GBR:16 / 2024: GBR:22
athlete_match_e446b9b70b391360,bulk_candidate,possible_existing_athlete_match,Elisha Grässler,WAG,4228,Elisa Grässler,GER,0.966,GER,merge as same athlete,,,,GER: 2019 - German Junior Cup (5 results),GER: 2018 - 1st Bundesliga (2 results); 2018 - 2nd Bundesliga (5 results); 2018 - 3rd Bundesliga (5 results); 2018 - 4th Bundesliga (5 results); 2018 - German Junior Championships (10 results),Elisha Grässler: not found 2020-2025 | Elisa Grässler: 2020: GER:6 / 2021: GER:10 / 2022: GER:25 / 2023: GER:9
athlete_match_a39c02d4acf41e7a,bulk_candidate,possible_existing_athlete_match,Ellie Mae Kondratowicz,WAG,4290,Ellie-Mae Kondratowicz,GBR,0.955,GBR,merge as same athlete,,,,GBR: 2019 - English Championships (5 results),GBR: 2018 - English Championships (5 results),Ellie Mae Kondratowicz: not found 2020-2025 | Ellie-Mae Kondratowicz: not found 2020-2025
athlete_match_1123bb25daa6495a,bulk_candidate,possible_existing_athlete_match,Esmee Beekuis,WAG,4409,Esmee Beekhuis,NED,0.963,NED,merge as same athlete,,,,NED: 2019 - IAG SportEvent (2 results),NED: 2018 - Dutch Team Championships (5 results),Esmee Beekuis: not found 2020-2025 | Esmee Beekhuis: 2020: NED:8 / 2023: NED:4
athlete_match_435c39b5e6972dab,bulk_candidate,possible_existing_athlete_match,Esther Sarabia,WAG,4407,Esher Sarabia,ESP,0.963,ESP,merge as same athlete,,,,ESP: 2019 - Spanish League Finals (5 results),ESP: 2018 - 3rd Spanish League (2 results),Esther Sarabia: not found 2020-2025 | Esher Sarabia: not found 2020-2025
athlete_match_c344b3b0bc0c1b92,bulk_candidate,possible_existing_athlete_match,Eva Villanova,WAG,4296,Elva Villanova,ESP,0.963,ESP,merge as same athlete,,,,ESP: 2019 - Spanish League Finals (5 results),ESP: 2018 - 3rd Spanish League (3 results),Eva Villanova: 2021: ESP:11 / 2022: ESP:10 / 2023: ESP:9 / 2024: ESP:20 / 2025: ESP:9 | Elva Villanova: not found 2020-2025
athlete_match_f9835e083057d54f,bulk_candidate,possible_existing_athlete_match,Fellipe Ferreira,MAG,928,Felipe Ferreira,BRA,0.968,BRA,merge as same athlete,,,,BRA: 2019 - Summer Universiade (5 results),BRA: 2018 - Brazilian Event Championships (7 results),Fellipe Ferreira: not found 2020-2025 | Felipe Ferreira: not found 2020-2025
athlete_match_ecdbf5b82e6e0c32,bulk_candidate,possible_existing_athlete_match,Gabriele Venues,WAG,4541,Gabriele Venhues,GER,0.968,GER,merge as same athlete,,,,GER: 2019 - 4th Bundesliga (2 results),GER: 2018 - Bundesliga Regional Finals (2 results),Gabriele Venues: not found 2020-2025 | Gabriele Venhues: not found 2020-2025
athlete_match_ef74bd17febc5be6,bulk_candidate,possible_existing_athlete_match,Guy Dikmann,MAG,1088,Guy Dickmann,ISR,0.957,ISR,merge as same athlete,,,,ISR: 2019 - Israeli Championships (1 result),ISR: 2018 - Voronin Cup (1 result),Guy Dikmann: not found 2020-2025 | Guy Dickmann: not found 2020-2025
athlete_match_7ea75f4db04d28e6,bulk_candidate,possible_existing_athlete_match,Henrik Nøregaard,MAG,1135,Henrik Nørgaard,NOR,0.968,NOR,merge as same athlete,,,,NOR: 2019 - Austrian Team Open (7 results),NOR: 2018 - Unni & Haralds Trophy (10 results),Henrik Nøregaard: not found 2020-2025 | Henrik Nørgaard: not found 2020-2025
athlete_match_24b8a8dffa015baa,bulk_candidate,possible_existing_athlete_match,Igor Grunichev,MAG,1196,Igor Grunichyev,RUS,0.966,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (16 results),RUS: 2018 - Russian Junior Championships (16 results),Igor Grunichev: 2020: RUS:18 / 2022: RUS:14 / 2023: RUS:28 / 2024: RUS:7 | Igor Grunichyev: not found 2020-2025
athlete_match_4657e1a7d92e46e2,bulk_candidate,possible_existing_athlete_match,Ilya Babkin,MAG,1213,Illya Babkin,IRL,0.957,IRL,merge as same athlete,,,,IRL: 2019 - Irish Super Championships (1 result),IRL: 2018 - Barborka Cup (7 results); 2018 - Irish Championships (7 results); 2018 - Irish Super Championships (6 results),Ilya Babkin: not found 2020-2025 | Illya Babkin: not found 2020-2025
