review_id,review_priority,problem_type,athlete_name,discipline,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_countries,results_by_country,future_country_evidence,decision,action,country,notes
athlete_identity_collision_866ad8b7aa28794c,high,possible_athlete_identity_collision,Nikita Ignatyev,MAG,Nikita Ignatyev,RUS,1.0,"GER, RUS",GER: 2019 - 3rd Bundesliga (1 result) | RUS: 2019 - 1st Bundesliga (1 result); 2019 - 4th Bundesliga (1 result); 2019 - 5th Bundesliga (7 results); 2019 - 6th Bundesliga (7 results); 2019 - Cottbus World Cup (6 results); 2019 - DTB Team Challenge (9 results); 2019 - Korea Cup (4 results); 2019 - Russian Championships (19 results); 2019 - Russian Cup (16 results); 2019 - Tokyo World Cup (7 results),2021: RUS:49 / 2022: RUS:9,,,,
athlete_identity_collision_d8a6829ad8856582,high,possible_athlete_identity_collision,Noah Bitterli,MAG,Noah Bitterli,ROU,1.0,"ITA, ROU, SUI",ITA: 2019 - 1st Italian Serie A (4 results); 2019 - 2nd Italian Serie A (4 results) | SUI: 2019 - Swiss Team Championships (7 results),2021: SUI:7 / 2022: SUI:17 / 2023: SUI:1 / 2024: SUI:7 / 2025: SUI:25,,,,
athlete_identity_collision_a8c6254bfa83fd5b,high,possible_athlete_identity_collision,Noemie Louon,WAG,Noemie Louon,BEL,1.0,"BEL, FRA",BEL: 2019 - Belgian Championships (5 results); 2019 - City of Jesolo Trophy (6 results); 2019 - FIT Challenge (7 results); 2019 - International Gymnix (8 results); 2019 - Junior World Championships (6 results); 2019 - Top 12 Finals (1 result); 2019 - Top 12 Series 2 (2 results) | FRA: 2019 - Top 12 Series 3 (2 results),2022: BEL:4,,,,
athlete_match_c79bb47588bb50f6,high,possible_existing_athlete_match,Nyla Williams,WAG,Layla Williams,GBR,0.889,"GBR, USA",USA: 2019 - Auburn National Qualifier (5 results); 2019 - Parkettes National Qualifier (5 results),Nyla Williams: not found 2020-2025 | Layla Williams: not found 2020-2025,,,,
athlete_identity_collision_a628952594f63773,high,possible_athlete_identity_collision,Oleksandra Korzh,WAG,,,,"GER, UKR",GER: 2019 - 1st Bundesliga (5 results) | UKR: 2019 - 4th Bundesliga (5 results); 2019 - Ukrainian Championships (5 results),2020: UKR:13,,,,
athlete_country_b9fadcf57c49c64c,high,possible_athlete_country_change,Pirjo Wolfisberg,WAG,Pirjo Wolfisberg,AUT,,"AUT, SUI",SUI: 2019 - Swiss Turnfest (5 results); 2019 - Top 12 Series 1 (2 results); 2019 - Top 12 Series 2 (2 results),not found 2020-2025,,,,
athlete_country_589aea272f909018,high,possible_athlete_country_change,Poppy Whelehan,WAG,Poppy Whelehan,GBR,,"GBR, IRL",IRL: 2019 - Irish Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_de85e516f0cfda23,high,possible_athlete_identity_collision,Rachael McMaster,WAG,Rachael McMaster,IRL,1.0,"GBR, IRL",GBR: 2019 - British Team Championships (2 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Irish Team Championships (3 results); 2019 - Rushmoor Rose Bowl (5 results),2025: IRL:15,,,,
athlete_country_6023f079333e1790,high,possible_athlete_country_change,Rafael Sa,MAG,Rafael Sa,POR,,"ESP, POR",ESP: 2019 - International GymSport (6 results),not found 2020-2025,,,,
athlete_identity_collision_eda4238a17482c7c,high,possible_athlete_identity_collision,Rani Dalsgard,MAG,Rani Dalsgard,FAR,1.0,"DEN, FAR",DEN: 2019 - Danish Championships (7 results) | FAR: 2019 - Northern European Championships (11 results),2021: DEN:14 / 2022: DEN:15,,,,
athlete_identity_collision_830bb053662e586d,high,possible_athlete_identity_collision,Rebecca Geddis,WAG,Rebecca Geddis,IRL,1.0,"GBR, IRL",GBR: 2019 - British Team Championships (3 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Reykjavik International Games (5 results),2022: IRL:3,,,,
athlete_identity_collision_688b2c1aea96ba8b,high,possible_athlete_identity_collision,Rebecca More,WAG,,,,"ESP, ITA",ESP: 2019 - Spanish League Finals (3 results) | ITA: 2019 - 2nd Italian Serie A (5 results); 2019 - 3rd Italian Serie A (3 results),2020: ITA:4 / 2021: ITA:25 / 2022: ITA:9 / 2023: ITA:3,,,,
athlete_country_ec5535179eb8f3ac,high,possible_athlete_country_change,Rebekka Rein,WAG,Rebekka Rein,DEN,,"DEN, FAR",FAR: 2019 - Danish Championships (5 results); 2019 - Mälar Cup (5 results); 2019 - Northern European Championships (5 results),2020: DEN:4 / 2021: DEN:5 / 2022: DEN:5,,,,
athlete_identity_collision_ee1a0133ad1138a2,high,possible_athlete_identity_collision,Rory Smith,MAG,Rory Smith,GBR,1.0,"GBR, POR",GBR: 2019 - British Championships (11 results); 2019 - Northern European Championships (4 results); 2019 - Scottish Championships (12 results) | POR: 2019 - International GymSport (1 result),not found 2020-2025,,,,
athlete_match_5b07045ee8991544,high,possible_existing_athlete_match,Sara Marttin,WAG,Sara Marin,COL,0.909,"COL, ESP",ESP: 2019 - 1st Spanish League (5 results); 2019 - 2nd Spanish League (5 results); 2019 - 3rd Spanish League (5 results); 2019 - Spanish League Finals (5 results),Sara Marttin: not found 2020-2025 | Sara Marin: not found 2020-2025,,,,
athlete_match_c2c2be6c92fb321d,high,possible_existing_athlete_match,Sebastian Aquilina,MAG,Sebastian Quiana,USA,0.882,"GBR, USA",GBR: 2019 - English Championships (3 results),Sebastian Aquilina: not found 2020-2025 | Sebastian Quiana: not found 2020-2025,,,,
athlete_match_51315ea496af48b5,high,possible_existing_athlete_match,Tom Nicolaou,MAG,Tommy Nicolaou,GBR,0.923,"CYP, GBR",CYP: 2019 - European Championships (9 results); 2019 - Osijek Challenge Cup (5 results); 2019 - Paris Challenge Cup (6 results); 2019 - Summer Universiade (9 results); 2019 - World Championships (3 results),Tom Nicolaou: not found 2020-2025 | Tommy Nicolaou: not found 2020-2025,,,,
athlete_country_f249a6756c836473,high,possible_athlete_country_change,Tommy Nicolaou,MAG,Tommy Nicolaou,GBR,,"CYP, GBR",CYP: 2019 - British Championships (7 results); 2019 - Cardiff Men's Friendly (5 results); 2019 - English Championships (3 results); 2019 - Welsh Championships (7 results),not found 2020-2025,,,,
athlete_identity_collision_f438739fe8175147,high,possible_athlete_identity_collision,Tyson Bull,MAG,Tyson Bull,AUS,1.0,"AUS, NZL",AUS: 2019 - Australian Championships (6 results); 2019 - Baku World Cup (3 results); 2019 - Melbourne World Cup (3 results); 2019 - Toyota International (2 results); 2019 - World Championships (3 results) | NZL: 2019 - Doha World Cup (2 results),2020: AUS:4 / 2021: AUS:8 / 2022: AUS:22 / 2023: AUS:3 / 2024: AUS:4,,,,
athlete_identity_collision_2c24f8a74f10a587,high,possible_athlete_identity_collision,Vahagn Davtyan,MAG,Vahagn Davtyan,ARM,1.0,"ARM, ISR",ARM: 2019 - Cottbus World Cup (2 results); 2019 - Doha World Cup (2 results); 2019 - European Championships (2 results); 2019 - European Games (2 results) | ISR: 2019 - Israeli Championships (1 result),"2021: ARM:2 / 2022: ARM:11 / 2023: ARM:11, GER:1 / 2024: ARM:16 / 2025: ARM:13",,,,
athlete_identity_collision_bc177d0b3332e0d7,high,possible_athlete_identity_collision,Veronika Kritski,WAG,,,,"EST, GBR",EST: 2019 - English Championships (5 results) | GBR: 2019 - British Team Championships (5 results),2021: EST:5 / 2022: GBR:21 / 2023: GBR:50 / 2024: GBR:7,,,,
athlete_country_71ddbcb36c9a69b4,high,possible_athlete_country_change,Vitaliia Pakhno,WAG,Vitaliia Pakhno,GER,,"GER, UKR",UKR: 2019 - Ukrainian Championships (5 results),not found 2020-2025,,,,
athlete_match_3feadaa5d27fa3b9,bulk_candidate,possible_existing_athlete_match,Abderrahmane Ouchefoun,MAG,Abderrahmane Ouchfoune,ALG,0.955,ALG,ALG: 2019 - Mediterranean Championships (8 results),Abderrahmane Ouchefoun: not found 2020-2025 | Abderrahmane Ouchfoune: not found 2020-2025,,,,
athlete_match_0be579a862fc8979,bulk_candidate,possible_existing_athlete_match,Agamurad Gahramanov,MAG,Aghamurad Gahramanov,AZE,0.974,AZE,AZE: 2019 - Larisa Latynina Cup (13 results),Agamurad Gahramanov: not found 2020-2025 | Aghamurad Gahramanov: 2020: AZE:3 / 2021: AZE:6 / 2022: AZE:17,,,,
athlete_match_97236e9df2b3b8f7,bulk_candidate,possible_existing_athlete_match,Aglae Adam-Cuvillier,WAG,Aglaé Adam-Cuvillier,FRA,0.95,FRA,FRA: 2019 - Elite Gym Massilia (6 results); 2019 - French Championships (5 results); 2019 - Top 12 Finals (2 results); 2019 - Top 12 Semi-Finals (1 result); 2019 - Top 12 Series 3 (2 results),Aglae Adam-Cuvillier: 2021: FRA:5 | Aglaé Adam-Cuvillier: 2020: FRA:3,,,,
athlete_match_1f79bf91c6743ae3,bulk_candidate,possible_existing_athlete_match,Anastasiia Budiashkina,WAG,Anastasia Budiashkina,UKR,0.977,UKR,UKR: 2019 - Ukrainian Championships (5 results),Anastasiia Budiashkina: 2021: UKR:5 | Anastasia Budiashkina: not found 2020-2025,,,,
athlete_match_ea4fb7ae5bc05df5,bulk_candidate,possible_existing_athlete_match,Anastasiia Iliankova,WAG,Anastasia Iliankova,RUS,0.974,RUS,RUS: 2019 - Doha World Cup (2 results); 2019 - Russian Championships (1 result),Anastasiia Iliankova: not found 2020-2025 | Anastasia Iliankova: 2020: RUS:6 / 2021: RUS:10 / 2022: RUS:4 / 2023: RUS:2,,,,
athlete_match_3f020370a83fd858,bulk_candidate,possible_existing_athlete_match,Anastassia Pascu,WAG,Anastasia Pascu,SUI,0.968,SUI,SUI: 2019 - Pre-Olympic Youth Cup (5 results); 2019 - Swiss Turnfest (5 results),Anastassia Pascu: 2021: SUI:1 / 2022: SUI:5 / 2023: SUI:3 / 2024: SUI:26 / 2025: SUI:14 | Anastasia Pascu: not found 2020-2025,,,,
athlete_match_ad9eb9af81022761,bulk_candidate,possible_existing_athlete_match,Ariana Snesare,WAG,Arianna Snesare,LAT,0.966,LAT,LAT: 2019 - Latvian Championships (5 results),Ariana Snesare: 2022: LAT:2 | Arianna Snesare: not found 2020-2025,,,,
athlete_match_250b32a1bdfeaa6a,bulk_candidate,possible_existing_athlete_match,Assan Salimov,MAG,Asan Salimov,KAZ,0.96,KAZ,KAZ: 2019 - Asian Junior Cup (11 results); 2019 - Voronin Cup (5 results),Assan Salimov: 2022: KAZ:15 / 2023: KAZ:19 / 2024: KAZ:23 / 2025: KAZ:25 | Asan Salimov: not found 2020-2025,,,,
athlete_match_b0031f1d5b2040d8,bulk_candidate,possible_existing_athlete_match,Ayan Moldagaliev,MAG,Ayan Moldagaliyev,KAZ,0.97,KAZ,KAZ: 2019 - Voronin Cup (9 results),Ayan Moldagaliev: not found 2020-2025 | Ayan Moldagaliyev: not found 2020-2025,,,,
athlete_match_0d5015dd391c19e0,bulk_candidate,possible_existing_athlete_match,Bahrin Mat Asri Zul,MAG,Mat Asri Zul Bahrin,MAS,1.0,MAS,MAS: 2019 - Singapore Open (4 results),Bahrin Mat Asri Zul: not found 2020-2025 | Mat Asri Zul Bahrin: not found 2020-2025,,,,
athlete_match_cf8ef5512ec19d12,bulk_candidate,possible_existing_athlete_match,Brodyn Hall,MAG,Brody Hall,NZL,0.952,NZL,NZL: 2019 - Junior World Championships (7 results),Brodyn Hall: not found 2020-2025 | Brody Hall: not found 2020-2025,,,,
athlete_match_6c0ab7d601e15720,bulk_candidate,possible_existing_athlete_match,Camila Capelletti,WAG,Camila Cappelletti,ARG,0.971,ARG,ARG: 2019 - Argentinian Club Championships (2 results),Camila Capelletti: not found 2020-2025 | Camila Cappelletti: not found 2020-2025,,,,
athlete_match_29e7a13ef30b8d08,bulk_candidate,possible_existing_athlete_match,Carla Carodoso,WAG,Carla Cardoso,FRA,0.963,FRA,FRA: 2019 - Top 12 Series 2 (1 result),Carla Carodoso: not found 2020-2025 | Carla Cardoso: 2020: FRA:7 / 2021: FRA:12 / 2022: FRA:3 / 2023: FRA:11 / 2024: FRA:15 / 2025: FRA:8,,,,
athlete_match_9857a98aa5ba1cbe,bulk_candidate,possible_existing_athlete_match,Charalampos Kaïlidis,MAG,Charalampos Kalidis,GRE,0.974,GRE,GRE: 2019 - Greek Championships (10 results),Charalampos Kaïlidis: not found 2020-2025 | Charalampos Kalidis: not found 2020-2025,,,,
athlete_match_dec984e2edf42bd3,bulk_candidate,possible_existing_athlete_match,Chong Jer Rong,MAG,Jer Rong Chong,SGP,1.0,SGP,SGP: 2019 - Singapore Open (2 results),Chong Jer Rong: 2022: SGP:14 / 2023: SGP:15 / 2024: SGP:7 / 2025: SGP:12 | Jer Rong Chong: 2021: SGP:4,,,,
athlete_match_cbcc72d31b060dbb,bulk_candidate,possible_existing_athlete_match,Danil Brusenskiy,MAG,Daniil Brusenskiy,RUS,0.97,RUS,RUS: 2019 - Russian Junior Championships (14 results),Danil Brusenskiy: not found 2020-2025 | Daniil Brusenskiy: not found 2020-2025,,,,
athlete_match_6e978fcd54e8a1c3,bulk_candidate,possible_existing_athlete_match,Denis Svidiskiy,MAG,Denis Svidinskiy,RUS,0.968,RUS,RUS: 2019 - Russian Junior Championships (14 results),Denis Svidiskiy: not found 2020-2025 | Denis Svidinskiy: 2020: RUS:14,,,,
athlete_match_820385d139dc64eb,bulk_candidate,possible_existing_athlete_match,Djidere Samuel Paulson,MAG,Samuel Paulson Djider,CMR,0.977,CMR,CMR: 2019 - African Games (8 results),Djidere Samuel Paulson: not found 2020-2025 | Samuel Paulson Djider: not found 2020-2025,,,,
athlete_match_6a109c95706af768,bulk_candidate,possible_existing_athlete_match,Dmitry Frolov,MAG,Dmitriy Frolov,RUS,0.963,RUS,RUS: 2019 - Voronin Cup (9 results),Dmitry Frolov: not found 2020-2025 | Dmitriy Frolov: not found 2020-2025,,,,
athlete_match_a0cd5297a06dbdc1,bulk_candidate,possible_existing_athlete_match,Dmitry Laryushkin,MAG,Dmitriy Laryushkin,RUS,0.971,RUS,RUS: 2019 - Voronin Cup (7 results),Dmitry Laryushkin: not found 2020-2025 | Dmitriy Laryushkin: 2020: RUS:22 / 2021: RUS:7 / 2022: RUS:11,,,,
athlete_match_fcd6d47ad2edaa27,bulk_candidate,possible_existing_athlete_match,Dorka Benkö,WAG,Dora Benkö,HUN,0.952,HUN,HUN: 2019 - Elek Matolay Memorial (8 results); 2019 - Hungarian National League Championships (3 results),Dorka Benkö: not found 2020-2025 | Dora Benkö: not found 2020-2025,,,,
athlete_match_482c41e2190292bd,bulk_candidate,possible_existing_athlete_match,Eduardo Degli Abbati,MAG,Edoardo degli Abbati,ITA,0.95,ITA,ITA: 2019 - 1st Italian Serie A (2 results),Eduardo Degli Abbati: not found 2020-2025 | Edoardo degli Abbati: 2021: ITA:21 / 2023: ITA:7 / 2024: ITA:8,,,,
athlete_match_156cb5592f313fed,bulk_candidate,possible_existing_athlete_match,Edward Gonzalez,MAG,Edwar Gonzalez,PER,0.966,PER,PER: 2019 - South American Junior Championships (10 results),Edward Gonzalez: 2022: PER:16 / 2024: PER:9 | Edwar Gonzalez: not found 2020-2025,,,,
athlete_match_75366eaab2be0e92,bulk_candidate,possible_existing_athlete_match,Eilidh Gorrel,WAG,Eilidh Gorrell,GBR,0.963,GBR,GBR: 2019 - Tournoi International (5 results),Eilidh Gorrel: not found 2020-2025 | Eilidh Gorrell: 2021: GBR:5 / 2022: GBR:25 / 2023: GBR:16 / 2024: GBR:22,,,,
athlete_match_e446b9b70b391360,bulk_candidate,possible_existing_athlete_match,Elisha Grässler,WAG,Elisa Grässler,GER,0.966,GER,GER: 2019 - German Junior Cup (5 results),Elisha Grässler: not found 2020-2025 | Elisa Grässler: 2020: GER:6 / 2021: GER:10 / 2022: GER:25 / 2023: GER:9,,,,
athlete_match_a39c02d4acf41e7a,bulk_candidate,possible_existing_athlete_match,Ellie Mae Kondratowicz,WAG,Ellie-Mae Kondratowicz,GBR,0.955,GBR,GBR: 2019 - English Championships (5 results),Ellie Mae Kondratowicz: not found 2020-2025 | Ellie-Mae Kondratowicz: not found 2020-2025,,,,
athlete_match_1123bb25daa6495a,bulk_candidate,possible_existing_athlete_match,Esmee Beekuis,WAG,Esmee Beekhuis,NED,0.963,NED,NED: 2019 - IAG SportEvent (2 results),Esmee Beekuis: not found 2020-2025 | Esmee Beekhuis: 2020: NED:8 / 2023: NED:4,,,,
athlete_match_435c39b5e6972dab,bulk_candidate,possible_existing_athlete_match,Esther Sarabia,WAG,Esher Sarabia,ESP,0.963,ESP,ESP: 2019 - Spanish League Finals (5 results),Esther Sarabia: not found 2020-2025 | Esher Sarabia: not found 2020-2025,,,,
athlete_match_c344b3b0bc0c1b92,bulk_candidate,possible_existing_athlete_match,Eva Villanova,WAG,Elva Villanova,ESP,0.963,ESP,ESP: 2019 - Spanish League Finals (5 results),Eva Villanova: 2021: ESP:11 / 2022: ESP:10 / 2023: ESP:9 / 2024: ESP:20 / 2025: ESP:9 | Elva Villanova: not found 2020-2025,,,,
athlete_match_f9835e083057d54f,bulk_candidate,possible_existing_athlete_match,Fellipe Ferreira,MAG,Felipe Ferreira,BRA,0.968,BRA,BRA: 2019 - Summer Universiade (5 results),Fellipe Ferreira: not found 2020-2025 | Felipe Ferreira: not found 2020-2025,,,,
athlete_match_ecdbf5b82e6e0c32,bulk_candidate,possible_existing_athlete_match,Gabriele Venues,WAG,Gabriele Venhues,GER,0.968,GER,GER: 2019 - 4th Bundesliga (2 results),Gabriele Venues: not found 2020-2025 | Gabriele Venhues: not found 2020-2025,,,,
athlete_match_ef74bd17febc5be6,bulk_candidate,possible_existing_athlete_match,Guy Dikmann,MAG,Guy Dickmann,ISR,0.957,ISR,ISR: 2019 - Israeli Championships (1 result),Guy Dikmann: not found 2020-2025 | Guy Dickmann: not found 2020-2025,,,,
athlete_match_7ea75f4db04d28e6,bulk_candidate,possible_existing_athlete_match,Henrik Nøregaard,MAG,Henrik Nørgaard,NOR,0.968,NOR,NOR: 2019 - Austrian Team Open (7 results),Henrik Nøregaard: not found 2020-2025 | Henrik Nørgaard: not found 2020-2025,,,,
athlete_match_24b8a8dffa015baa,bulk_candidate,possible_existing_athlete_match,Igor Grunichev,MAG,Igor Grunichyev,RUS,0.966,RUS,RUS: 2019 - Russian Junior Championships (16 results),Igor Grunichev: 2020: RUS:18 / 2022: RUS:14 / 2023: RUS:28 / 2024: RUS:7 | Igor Grunichyev: not found 2020-2025,,,,
athlete_match_4657e1a7d92e46e2,bulk_candidate,possible_existing_athlete_match,Ilya Babkin,MAG,Illya Babkin,IRL,0.957,IRL,IRL: 2019 - Irish Super Championships (1 result),Ilya Babkin: not found 2020-2025 | Illya Babkin: not found 2020-2025,,,,
athlete_match_16b04530535bc6bd,bulk_candidate,possible_existing_athlete_match,Ivan Karasev,MAG,Ivan Karasyev,RUS,0.96,RUS,RUS: 2019 - Larisa Latynina Cup (14 results),Ivan Karasev: 2020: RUS:19 | Ivan Karasyev: not found 2020-2025,,,,
athlete_match_2266be0fb4f3d81c,bulk_candidate,possible_existing_athlete_match,Javidan Babaev,MAG,Javidan Babayev,AZE,0.966,AZE,AZE: 2019 - Larisa Latynina Cup (4 results),Javidan Babaev: not found 2020-2025 | Javidan Babayev: 2020: AZE:1 / 2021: AZE:4 / 2022: AZE:3,,,,
athlete_match_d6a6b4206f853a2d,bulk_candidate,possible_existing_athlete_match,Joao Vieira,MAG,Joao Viera,BRA,0.952,BRA,BRA: 2019 - Junior World Championships (12 results),Joao Vieira: not found 2020-2025 | Joao Viera: not found 2020-2025,,,,
athlete_match_e236f13768cb5018,bulk_candidate,possible_existing_athlete_match,Joona Reimann,MAG,Joona Reiman,FIN,0.96,FIN,FIN: 2019 - International Junior Team Cup (7 results),Joona Reimann: not found 2020-2025 | Joona Reiman: 2020: FIN:33 / 2021: FIN:39 / 2022: FIN:123 / 2023: FIN:10 / 2024: FIN:33 / 2025: FIN:24,,,,
athlete_match_46d4776b77865f5a,bulk_candidate,possible_existing_athlete_match,Jorden O'Connell Inns,MAG,Jorden O'Connell-Inns,NZL,0.952,NZL,NZL: 2019 - Australian Championships (6 results),Jorden O'Connell Inns: not found 2020-2025 | Jorden O'Connell-Inns: 2020: NZL:2 / 2021: NZL:9 / 2022: NZL:12 / 2024: NZL:10,,,,
athlete_match_237f316c3b5ef9d2,bulk_candidate,possible_existing_athlete_match,Justine Ace de Leon,MAG,Justine Ace Deleon,PHI,0.973,PHI,PHI: 2019 - Southeast Asian Games (5 results); 2019 - Toyota International (5 results),Justine Ace de Leon: 2020: PHI:1 / 2022: PHI:3 / 2023: PHI:23 / 2024: PHI:15 / 2025: PHI:10 | Justine Ace Deleon: not found 2020-2025,,,,
athlete_match_3dc3715be24f1227,bulk_candidate,possible_existing_athlete_match,Kasper Sjøtun,MAG,Kasper Sjøthun,NOR,0.963,NOR,NOR: 2019 - Unni & Haralds Trophy (9 results),Kasper Sjøtun: not found 2020-2025 | Kasper Sjøthun: 2020: NOR:17 / 2021: NOR:19 / 2023: NOR:23,,,,
athlete_match_36290c70b7c74bb4,bulk_candidate,possible_existing_athlete_match,Kaya Skjoddal,WAG,Kaya Skjolddal,NOR,0.963,NOR,NOR: 2019 - Norwegian Junior Championships (5 results),Kaya Skjoddal: not found 2020-2025 | Kaya Skjolddal: 2021: NOR:7 / 2022: NOR:2,,,,
athlete_match_3163a13efee4af26,bulk_candidate,possible_existing_athlete_match,Ketki Gokhale,WAG,Ketki Gokhle,IND,0.96,IND,IND: 2019 - Indian Championships (5 results),Ketki Gokhale: not found 2020-2025 | Ketki Gokhle: not found 2020-2025,,,,
athlete_match_e80044ddfff424db,bulk_candidate,possible_existing_athlete_match,Keziah Langendock,WAG,Keziah Langendonck,BEL,0.971,BEL,BEL: 2019 - Belgian Championships (5 results); 2019 - Elite Gym Massilia (4 results); 2019 - FIT Challenge (6 results); 2019 - Top 12 Series 1 (1 result),Keziah Langendock: 2020: BEL:8 / 2022: BEL:5 | Keziah Langendonck: not found 2020-2025,,,,
athlete_match_1f2714059953030f,bulk_candidate,possible_existing_athlete_match,Kumi Sangkheong,MAG,Khumi Sangkheong,BAN,0.968,BAN,BAN: 2019 - Singapore Open (7 results),Kumi Sangkheong: not found 2020-2025 | Khumi Sangkheong: not found 2020-2025,,,,
athlete_match_5566796fc04a8d1b,bulk_candidate,possible_existing_athlete_match,Laia Privado,WAG,Laila Privado,ESP,0.96,ESP,ESP: 2019 - 1st Spanish League (3 results); 2019 - 2nd Spanish League (5 results); 2019 - 3rd Spanish League (3 results); 2020 - 1st Spanish League (2020 season) (2 results),Laia Privado: 2020: ESP:3 / 2021: ESP:5 / 2022: ESP:4 / 2023: ESP:7 / 2024: ESP:7 | Laila Privado: not found 2020-2025,,,,
athlete_match_67b07e3b04009111,bulk_candidate,possible_existing_athlete_match,Leader Skreien,MAG,Leander Skreien,NOR,0.966,NOR,NOR: 2019 - Unni & Haralds Trophy (7 results),Leader Skreien: not found 2020-2025 | Leander Skreien: not found 2020-2025,,,,
athlete_match_89efd0f3b7edbf9a,bulk_candidate,possible_existing_athlete_match,Leo Blumenberg,MAG,Leo Blumnenberg,SWE,0.966,SWE,SWE: 2019 - Mälar Cup (4 results); 2019 - Swedish Championships (9 results),Leo Blumenberg: 2020: SWE:7 / 2021: SWE:4 / 2022: SWE:4 / 2023: SWE:6 / 2025: SWE:2 | Leo Blumnenberg: not found 2020-2025,,,,
athlete_match_251a11ad41030530,bulk_candidate,possible_existing_athlete_match,Lilli Habisreutinger,WAG,Lili Habisreutinger,SUI,0.974,SUI,SUI: 2019 - European Youth Olympic Festival (10 results); 2019 - Swiss Junior Championships (11 results); 2019 - Swiss Team Championships (5 results); 2019 - Swiss Turnfest (5 results),Lilli Habisreutinger: 2021: SUI:27 / 2022: SUI:23 / 2023: SUI:5 / 2024: SUI:11 / 2025: SUI:9 | Lili Habisreutinger: not found 2020-2025,,,,
athlete_match_e36a072b76f3e20b,bulk_candidate,possible_existing_athlete_match,Makhammadumar Mamadliyev,MAG,Makhammadumar Mamadaliyev,RUS,0.98,RUS,RUS: 2019 - Russian Cup (14 results),Makhammadumar Mamadliyev: not found 2020-2025 | Makhammadumar Mamadaliyev: 2021: RUS:29 / 2022: RUS:16,,,,
athlete_match_ba2eb03cb17917a0,bulk_candidate,possible_existing_athlete_match,Maksymillan Ciechanski,MAG,Maksymilian Ciechanski,POL,0.955,POL,POL: 2019 - Polish Men's Cup (5 results),Maksymillan Ciechanski: not found 2020-2025 | Maksymilian Ciechanski: not found 2020-2025,,,,
athlete_match_ac62bebd4bd55ba2,bulk_candidate,possible_existing_athlete_match,Maria Belyetskaya,WAG,Maria Beletskaya,RUS,0.97,RUS,RUS: 2019 - Russian Junior Championships (10 results),Maria Belyetskaya: not found 2020-2025 | Maria Beletskaya: not found 2020-2025,,,,
athlete_match_6680e0aeb51d9a46,bulk_candidate,possible_existing_athlete_match,Marlie Männersdorfer,WAG,Marlies Männersdorfer,AUT,0.976,AUT,AUT: 2019 - Osijek Challenge Cup (2 results),Marlie Männersdorfer: not found 2020-2025 | Marlies Männersdorfer: 2020: AUT:8 / 2021: AUT:38 / 2022: AUT:5,,,,
athlete_match_774cf8dfda8b7e2f,bulk_candidate,possible_existing_athlete_match,Marta Villar,WAG,Marta Villa,ESP,0.957,ESP,ESP: 2019 - 1st Spanish League (3 results); 2019 - 2nd Spanish League (3 results); 2019 - 3rd Spanish League (3 results); 2020 - 1st Spanish League (2020 season) (3 results),Marta Villar: 2020: ESP:5 | Marta Villa: not found 2020-2025,,,,
athlete_match_28489a09de3d90ab,bulk_candidate,possible_existing_athlete_match,Matthew Dac Bang,MAG,Mathew Dac Bang,CAN,0.968,CAN,CAN: 2019 - Canadian Championships (3 results),Matthew Dac Bang: not found 2020-2025 | Mathew Dac Bang: not found 2020-2025,,,,
athlete_match_1134a635e682263f,bulk_candidate,possible_existing_athlete_match,Michael Sorokin,MAG,Michael Sorokine,ISR,0.968,ISR,ISR: 2019 - Cottbus World Cup (4 results),Michael Sorokin: not found 2020-2025 | Michael Sorokine: 2021: ISR:13 / 2022: ISR:4,,,,
athlete_match_57975258dac665f9,bulk_candidate,possible_existing_athlete_match,Mukhammadzhon Iakubov,MAG,Mukhammadzhon Yakubov,RUS,0.952,RUS,RUS: 2019 - European Youth Olympic Festival (18 results); 2019 - International Junior Team Cup (12 results),Mukhammadzhon Iakubov: not found 2020-2025 | Mukhammadzhon Yakubov: 2021: RUS:40 / 2022: RUS:44 / 2023: RUS:53 / 2024: RUS:19 / 2025: RUS:88,,,,
athlete_match_8658439b88872f1f,bulk_candidate,possible_existing_athlete_match,Nahel Bounane,MAG,Nahel Bouanane,IRL,0.963,IRL,IRL: 2019 - Irish Championships (4 results),Nahel Bounane: not found 2020-2025 | Nahel Bouanane: not found 2020-2025,,,,
athlete_match_9eda02d073a36a3c,bulk_candidate,possible_existing_athlete_match,Naoki Yamane,MAG,Yamane Naoki,JPN,1.0,JPN,JPN: 2019 - All-Japan Championships (9 results); 2019 - All-Japan Event Championships (1 result); 2019 - All-Japan Student Championships (9 results); 2019 - All-Japan Team Championships (3 results),Naoki Yamane: 2020: JPN:11 / 2021: JPN:2 / 2022: JPN:11 | Yamane Naoki: not found 2020-2025,,,,
athlete_match_310a7f3e15c42a63,bulk_candidate,possible_existing_athlete_match,Nattipong Aeadwong,MAG,Aeadwong Nattipong,THA,1.0,THA,THA: 2019 - Zhaoqing Challenge Cup (9 results),Nattipong Aeadwong: not found 2020-2025 | Aeadwong Nattipong: not found 2020-2025,,,,
